TIC 500, version 3.230, S/N 831
, , , , W, W, V, V, V, K, , , , ,
4K, 1K, Cryostat, ENTROPY, HOben, HUnten, R1, R2, AIO3, AIO4, DIO, Relays, V1, V2, V3
02.08.2016 15:19:53,0.850945, 0.578369, 125985.2, 3811.090, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, 7.031250, 0.000000
02.08.2016 15:20:03,0.851361, 0.578436, 125941.6, 3802.042, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, 3.125000, 0.000000
02.08.2016 15:20:14,0.851777, 0.578503, 125880.4, 3801.494, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, -10.54687, 0.000000
02.08.2016 15:20:23,0.852191, 0.578570, 125948.2, 3790.200, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, 6.250000, 0.000000
02.08.2016 15:20:33,0.852604, 0.578638, 125852.9, 3793.631, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, -25.39062, 0.000000
02.08.2016 15:20:43,0.853013, 0.578705, 125939.5, 3799.352, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, -0.781250, 0.000000
02.08.2016 15:20:53,0.853423, 0.578772, 125942.0, 3798.715, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, 1.953125, 0.000000
02.08.2016 15:21:03,0.853831, 0.578840, 126172.2, 3795.733, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 18.35937, 0.000000
02.08.2016 15:21:13,0.854236, 0.578907, 126087.5, 3799.351, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, 2.343750, 0.000000
02.08.2016 15:21:23,0.854640, 0.578974, 126083.8, 3798.036, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 1.171875, 0.000000
02.08.2016 15:21:33,0.855041, 0.579040, 126081.1, 3790.598, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 1.953125, 0.000000
02.08.2016 15:21:43,0.855441, 0.579107, 125900.1, 3791.967, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -25.39062, 0.000000
02.08.2016 15:21:53,0.855840, 0.579174, 125862.3, 3796.083, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -15.23437, 0.000000
02.08.2016 15:22:03,0.856238, 0.579241, 125856.2, 3802.503, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -4.296875, 0.000000
02.08.2016 15:22:13,0.856634, 0.579308, 125792.3, 3801.777, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, -29.29687, 0.000000
02.08.2016 15:22:23,0.857028, 0.579375, 125807.6, 3804.285, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 4.172325e-5, 9.375000, 0.000000
02.08.2016 15:22:33,0.857420, 0.579442, 125795.7, 3795.836, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -13.28125, 0.000000
02.08.2016 15:22:43,0.857812, 0.579510, 125815.9, 3795.422, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 2.734375, 0.000000
02.08.2016 15:22:53,0.858201, 0.579576, 125804.0, 3796.188, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -8.593750, 0.000000
02.08.2016 15:23:03,0.858589, 0.579643, 125870.5, 3797.488, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -1.953125, 0.000000
02.08.2016 15:23:13,0.858977, 0.579710, 125907.8, 3804.484, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -26.17187, 0.000000
02.08.2016 15:23:23,0.859361, 0.579777, 125959.2, 3797.154, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 20.70312, 0.000000
02.08.2016 15:23:34,0.859783, 0.579851, 125872.0, 3783.165, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 1.953125, 0.000000
02.08.2016 15:23:43,0.860127, 0.579911, 125933.5, 3793.284, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 9.375000, 0.000000
02.08.2016 15:23:53,0.860508, 0.579978, 125982.4, 3803.358, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 24.21875, 0.000000
02.08.2016 15:24:03,0.860887, 0.580045, 125867.6, 3791.056, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -2.343750, 0.000000
02.08.2016 15:24:13,0.861265, 0.580113, 125873.8, 3783.049, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -6.640625, 0.000000
02.08.2016 15:24:23,0.861641, 0.580180, 125936.9, 3781.724, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -3.515625, 0.000000
02.08.2016 15:24:33,0.862016, 0.580247, 125912.3, 3787.143, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 14.06250, 0.000000
02.08.2016 15:24:43,0.862389, 0.580315, 125887.5, 3793.393, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -6.250000, 0.000000
02.08.2016 15:24:53,0.862762, 0.580382, 125876.3, 3785.069, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -3.515625, 0.000000
02.08.2016 15:25:03,0.863132, 0.580450, 125920.5, 3781.148, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 0.390625, 0.000000
02.08.2016 15:25:13,0.863501, 0.580516, 125922.8, 3798.988, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 11.32812, 0.000000
02.08.2016 15:25:23,0.863869, 0.580585, 125825.0, 3802.666, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -18.35937, 0.000000
02.08.2016 15:25:33,0.864236, 0.580652, 125948.9, 3797.756, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, 6.250000, 0.000000
02.08.2016 15:25:43,0.864600, 0.580719, 125956.8, 3793.939, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 8.984375, 0.000000
02.08.2016 15:25:53,0.864964, 0.580786, 125792.4, 3785.597, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.874301e-5, -20.31250, 0.000000
02.08.2016 15:26:04,0.865362, 0.580861, 125874.1, 3792.393, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 3.906250, 0.000000
02.08.2016 15:26:13,0.865687, 0.580921, 125852.4, 3789.885, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 0.781250, 0.000000
02.08.2016 15:26:23,0.866047, 0.580988, 125811.6, 3794.771, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -7.812500, 0.000000
02.08.2016 15:26:33,0.866405, 0.581056, 125908.8, 3800.733, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 7.812500, 0.000000
02.08.2016 15:26:43,0.866761, 0.581124, 125921.2, 3795.418, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 0.781250, 0.000000
02.08.2016 15:26:53,0.867117, 0.581192, 125847.2, 3792.281, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -30.07812, 0.000000
02.08.2016 15:27:03,0.867471, 0.581260, 126024.7, 3783.690, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 34.37500, 0.000000
02.08.2016 15:27:13,0.867824, 0.581327, 125995.6, 3783.657, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -43.75000, 0.000000
02.08.2016 15:27:23,0.868175, 0.581394, 125940.7, 3783.147, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -0.390625, 0.000000
02.08.2016 15:27:34,0.868560, 0.581469, 125991.3, 3779.336, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 25.78125, 0.000000
02.08.2016 15:27:43,0.868875, 0.581530, 125948.4, 3784.586, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -7.812500, 0.000000
02.08.2016 15:27:53,0.869221, 0.581596, 125956.7, 3782.687, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -37.89062, 0.000000
02.08.2016 15:28:03,0.869568, 0.581664, 125866.0, 3787.455, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 10.93750, 0.000000
02.08.2016 15:28:14,0.869949, 0.581739, 125896.7, 3785.273, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -7.812500, 0.000000
02.08.2016 15:28:23,0.870258, 0.581800, 125873.8, 3790.870, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -21.09375, 0.000000
02.08.2016 15:28:33,0.870600, 0.581867, 125908.7, 3787.075, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -0.781250, 0.000000
02.08.2016 15:28:43,0.870941, 0.581934, 125824.5, 3770.755, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -11.71875, 0.000000
02.08.2016 15:28:53,0.871281, 0.582002, 125978.1, 3766.049, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 19.92187, 0.000000
02.08.2016 15:29:03,0.871621, 0.582070, 125967.4, 3773.166, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -12.50000, 0.000000
02.08.2016 15:29:13,0.871958, 0.582137, 125983.3, 3789.649, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 9.765625, 0.000000
02.08.2016 15:29:23,0.872294, 0.582204, 125978.3, 3779.357, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -3.906250, 0.000000
02.08.2016 15:29:33,0.872630, 0.582273, 125985.2, 3773.710, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -5.859375, 0.000000
02.08.2016 15:29:43,0.872965, 0.582341, 125975.3, 3782.130, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -25.00000, 0.000000
02.08.2016 15:29:53,0.873297, 0.582408, 125936.3, 3790.768, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, -5.859375, 0.000000
02.08.2016 15:30:03,0.873629, 0.582475, 125921.6, 3788.270, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 6.640625, 0.000000
02.08.2016 15:30:13,0.873960, 0.582543, 125985.2, 3786.553, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 37.89062, 0.000000
02.08.2016 15:30:23,0.874290, 0.582611, 125952.5, 3788.711, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 7.031250, 0.000000
02.08.2016 15:30:33,0.874618, 0.582678, 125987.8, 3784.486, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.576278e-5, 11.71875, 0.000000
02.08.2016 15:30:44,0.874978, 0.582753, 125986.7, 3787.747, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 9.765625, 0.000000
02.08.2016 15:30:54,0.875304, 0.582820, 125963.8, 3786.953, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 7.421875, 0.000000
02.08.2016 15:31:03,0.875597, 0.582882, 125916.2, 3784.239, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -10.54687, 0.000000
02.08.2016 15:31:14,0.875953, 0.582956, 125986.7, 3782.465, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -17.96875, 0.000000
02.08.2016 15:31:23,0.876243, 0.583017, 125929.1, 3796.109, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 12.10937, 0.000000
02.08.2016 15:31:33,0.876565, 0.583084, 126001.8, 3795.077, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 24.21875, 0.000000
02.08.2016 15:31:43,0.876887, 0.583152, 125832.4, 3784.819, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -10.54687, 0.000000
02.08.2016 15:31:53,0.877206, 0.583221, 125878.9, 3790.914, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -10.93750, 0.000000
02.08.2016 15:32:04,0.877557, 0.583296, 125917.8, 3779.018, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 7.812500, 0.000000
02.08.2016 15:32:13,0.877843, 0.583356, 125966.5, 3784.366, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 7.812500, 0.000000
02.08.2016 15:32:23,0.878159, 0.583425, 125932.9, 3776.607, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 29.29687, 0.000000
02.08.2016 15:32:33,0.878475, 0.583492, 125903.5, 3770.133, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -3.515625, 0.000000
02.08.2016 15:32:43,0.878789, 0.583560, 125920.0, 3784.642, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 16.01562, 0.000000
02.08.2016 15:32:53,0.879102, 0.583628, 126018.6, 3784.417, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 10.93750, 0.000000
02.08.2016 15:33:03,0.879415, 0.583696, 125982.7, 3803.583, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 0.390625, 0.000000
02.08.2016 15:33:13,0.879727, 0.583764, 125928.4, 3798.712, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, 8.984375, 0.000000
02.08.2016 15:33:23,0.880037, 0.583832, 125907.5, 3800.425, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -6.640625, 0.000000
02.08.2016 15:33:34,0.880377, 0.583906, 125984.4, 3804.032, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -5.468750, 0.000000
02.08.2016 15:33:43,0.880655, 0.583968, 125908.7, 3791.056, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 3.515625, 0.000000
02.08.2016 15:33:54,0.880992, 0.584043, 125860.9, 3793.661, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -6.640625, 0.000000
02.08.2016 15:34:03,0.881268, 0.584104, 125930.0, 3790.458, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 2.734375, 0.000000
02.08.2016 15:34:13,0.881574, 0.584172, 126059.5, 3790.275, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 11.71875, 0.000000
02.08.2016 15:34:23,0.881878, 0.584240, 126188.0, 3796.513, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 1.562500, 0.000000
02.08.2016 15:34:34,0.882212, 0.584315, 126191.5, 3792.531, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 9.765625, 0.000000
02.08.2016 15:34:43,0.882483, 0.584375, 126077.8, 3789.152, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -11.32812, 0.000000
02.08.2016 15:34:53,0.882784, 0.584443, 125963.9, 3803.805, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -17.18750, 0.000000
02.08.2016 15:35:03,0.883084, 0.584510, 125942.0, 3795.376, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -7.031250, 0.000000
02.08.2016 15:35:13,0.883383, 0.584579, 125893.6, 3801.566, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 47.65625, 0.000000
02.08.2016 15:35:24,0.883712, 0.584653, 125857.7, 3792.363, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 3.278255e-5, -1.171875, 0.000000
02.08.2016 15:35:33,0.883979, 0.584714, 125788.1, 3788.290, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -14.06250, 0.000000
02.08.2016 15:35:43,0.884276, 0.584783, 125880.2, 3778.091, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 12.89062, 0.000000
02.08.2016 15:35:53,0.884571, 0.584851, 125900.3, 3776.074, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -17.18750, 0.000000
02.08.2016 15:36:03,0.884866, 0.584919, 125921.5, 3794.300, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 7.421875, 0.000000
02.08.2016 15:36:14,0.885189, 0.584993, 125991.2, 3785.609, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 37.50000, 0.000000
02.08.2016 15:36:23,0.885452, 0.585054, 125869.4, 3789.342, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -29.29687, 0.000000
02.08.2016 15:36:33,0.885744, 0.585122, 125917.4, 3795.660, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 9.765625, 0.000000
02.08.2016 15:36:43,0.886035, 0.585190, 125875.1, 3789.819, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -19.14062, 0.000000
02.08.2016 15:36:53,0.886325, 0.585258, 125843.2, 3780.434, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -8.984375, 0.000000
02.08.2016 15:37:03,0.886614, 0.585326, 125934.0, 3783.565, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 25.00000, 0.000000
02.08.2016 15:37:13,0.886902, 0.585394, 125962.7, 3802.782, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 19.92187, 0.000000
02.08.2016 15:37:23,0.887190, 0.585461, 125823.1, 3795.264, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -12.50000, 0.000000
02.08.2016 15:37:33,0.887477, 0.585530, 125966.3, 3789.060, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 26.17187, 0.000000
02.08.2016 15:37:43,0.887763, 0.585598, 125894.7, 3784.634, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -10.15625, 0.000000
02.08.2016 15:37:53,0.888047, 0.585665, 125973.6, 3780.820, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -12.89062, 0.000000
02.08.2016 15:38:04,0.888360, 0.585741, 125963.2, 3780.240, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -7.812500, 0.000000
02.08.2016 15:38:13,0.888614, 0.585801, 125930.6, 3790.628, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -36.71875, 0.000000
02.08.2016 15:38:23,0.888897, 0.585870, 126005.8, 3791.364, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 5.859375, 0.000000
02.08.2016 15:38:33,0.889178, 0.585937, 125898.1, 3790.153, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -10.93750, 0.000000
02.08.2016 15:38:43,0.889459, 0.586005, 125901.5, 3799.155, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 34.37500, 0.000000
02.08.2016 15:38:53,0.889738, 0.586073, 125984.1, 3797.870, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 25.78125, 0.000000
02.08.2016 15:39:03,0.890017, 0.586141, 125918.9, 3793.170, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -15.23437, 0.000000
02.08.2016 15:39:13,0.890295, 0.586208, 125931.0, 3788.833, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 26.95312, 0.000000
02.08.2016 15:39:23,0.890572, 0.586277, 125908.1, 3792.976, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 10.15625, 0.000000
02.08.2016 15:39:33,0.890849, 0.586345, 125928.1, 3786.669, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -2.343750, 0.000000
02.08.2016 15:39:43,0.891125, 0.586413, 125885.1, 3798.546, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -1.171875, 0.000000
02.08.2016 15:39:53,0.891399, 0.586480, 125897.0, 3796.999, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -10.93750, 0.000000
02.08.2016 15:40:03,0.891674, 0.586549, 125925.2, 3781.809, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -10.93750, 0.000000
02.08.2016 15:40:13,0.891946, 0.586617, 125964.7, 3782.014, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -7.031250, 0.000000
02.08.2016 15:40:23,0.892219, 0.586684, 125906.5, 3782.850, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, -13.67187, 0.000000
02.08.2016 15:40:33,0.892490, 0.586752, 125962.3, 3784.285, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 1.171875, 0.000000
02.08.2016 15:40:43,0.892761, 0.586821, 125921.6, 3787.322, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.980232e-5, 2.343750, 0.000000
02.08.2016 15:40:53,0.893032, 0.586889, 125784.7, 3792.927, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -43.35937, 0.000000
02.08.2016 15:41:03,0.893300, 0.586957, 125972.8, 3801.621, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 5.078125, 0.000000
02.08.2016 15:41:13,0.893570, 0.587025, 125881.6, 3800.617, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -28.51562, 0.000000
02.08.2016 15:41:23,0.893837, 0.587092, 125893.2, 3791.705, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -23.43750, 0.000000
02.08.2016 15:41:33,0.894104, 0.587161, 125867.3, 3788.084, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -13.28125, 0.000000
02.08.2016 15:41:43,0.894371, 0.587230, 126155.7, 3796.355, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 28.51562, 0.000000
02.08.2016 15:41:53,0.894637, 0.587298, 126031.9, 3794.980, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 13.67187, 0.000000
02.08.2016 15:42:03,0.894900, 0.587367, 126092.9, 3794.497, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.384185e-5, 40.62500, 0.000000
02.08.2016 15:42:14,0.895164, 0.587434, 125938.9, 3792.003, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -28.12500, 0.000000
02.08.2016 15:42:24,0.895453, 0.587508, 125958.8, 3773.965, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 1.562500, 0.000000
02.08.2016 15:42:33,0.895689, 0.587569, 125973.3, 3775.116, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -11.32812, 0.000000
02.08.2016 15:42:43,0.895950, 0.587638, 125888.4, 3782.787, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.384185e-5, 2.343750, 0.000000
02.08.2016 15:42:53,0.896211, 0.587706, 125886.3, 3782.261, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, -10.93750, 0.000000
02.08.2016 15:43:03,0.896472, 0.587774, 125978.5, 3778.871, 0.000000, 0.000000, 9.993032, 9.993075, 0.000000, 0.000000, 0, 0, 2.682209e-5, 31.25000, 0.000000
